Dataset,D,Method,Gamma,Clusters,Gap,Train_Errors,Test_Errors,Time,Iterations
seeds,4,Univariate,0.8,134,7.692302761344384,12,3,120.08256411552429,1
seeds,4,Univariate,1.0,168,3.0674827806854106,5,4,120.11862087249756,1
seeds,4,Heuristic (FhS),0.0,3,3.0674827806854106,11,5,120.61111402511597,7
seeds,4,Heuristic (FhS),0.2,33,0.598802036645487,8,6,120.00164294242859,4
seeds,4,Heuristic (FhS),0.4,67,2.4390229030348154,9,2,120.26534485816956,3
seeds,4,Heuristic (FhS),0.6,100,1.2048185513141256,5,1,120.12980008125305,1
seeds,4,Heuristic (FhS),0.8,134,4.347823386445102,8,2,120.34893703460693,1
seeds,4,Heuristic (FhS) with shifts,0.0,3,3.0674827806854106,11,5,120.28194689750671,7
seeds,4,Heuristic (FhS) with shifts,0.2,33,NaN,8,6,120.04865217208862,8
seeds,4,Heuristic (FhS) with shifts,0.4,67,2.4390229030348154,9,2,120.13345003128052,3
seeds,4,Heuristic (FhS) with shifts,0.6,100,1.2048185513141256,5,1,120.3725209236145,1
seeds,4,Heuristic (FhS) with shifts,0.8,134,4.347823386445102,8,2,120.44072604179382,1
seeds,4,Exact (FeS),0.0,3,1.2048185513141256,8,3,120.60681986808777,6
seeds,4,Exact (FeS),0.2,33,26.31576968739121,21,6,120.56261897087097,4
seeds,4,Exact (FeS),0.4,67,2.4390229030348154,11,3,120.44327592849731,2
seeds,4,Exact (FeS),0.6,100,7.692302761344384,14,2,120.16503405570984,2
seeds,4,Exact (FeS),0.8,134,4.999996875001953,17,4,120.22154092788696,1
wine,2,Univariate,0.0,3,0.0,57,15,0.02748394012451172,1
wine,2,Univariate,0.2,28,0.0,19,8,0.35180020332336426,1
wine,2,Univariate,0.4,56,0.0,8,3,0.5615370273590088,1
wine,2,Univariate,0.6,85,0.0,5,2,4.582218885421753,1
wine,2,Univariate,0.8,113,0.0,6,2,16.451629161834717,1
wine,2,Univariate,1.0,142,0.0,5,2,29.32053017616272,1
wine,2,Heuristic (FhS),0.0,3,0.0,5,2,12.845402956008911,9
wine,2,Heuristic (FhS),0.2,28,0.0,5,2,19.967947959899902,10
wine,2,Heuristic (FhS),0.4,56,0.0,5,2,17.634631872177124,6
